accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-2.824,-9.203,-8.998,0.0,0.0,0.0,-0.977,-9.841,-10.521,0.004225850924452043,0.0,0.0
-3.18,-9.21,-9.1,0.0,0.0,0.0,-0.929,-9.78,-10.552,0.01807126345805701,0.0,0.0
-6.815,-9.837,-6.447,1.452,-1.814,-0.862,-1.123,-9.945,-10.558,0.0074172180308809815,0.0,0.0
-20.016,-19.54,-23.569,-1.025,4.001,4.29,-0.768,-9.808,-10.85,0.009900684275892663,-0.108,0.0
-12.994,-19.54,-10.882,-4.301,-2.882,4.393,-1.041,-9.945,-10.931,0.0005802535558982949,0.133,0.255
18.539,-19.54,-11.095,1.353,-4.354,4.393,-1.535,-9.847,-9.954,0.0023374103763083823,0.318,0.0
19.209,-19.54,-30.079,4.43,-4.354,4.393,-0.962,-9.537,-10.053,0.002555324037618638,0.0,-0.286
4.312,-19.54,1.302,3.007,-4.354,-4.337,-0.163,-9.854,-10.871,-0.015990522200329597,0.0,0.0
-20.016,-19.54,-30.079,-4.301,-4.354,-1.238,-1.43,-10.108,-10.022,-0.013490713251867474,-0.343,0.244
-20.016,-19.54,-21.647,-4.301,-4.354,4.393,-0.959,-9.824,-10.676,-0.000735373570369849,-0.139,0.0
8.04,-19.54,-16.504,-2.116,-4.354,4.393,-1.017,-9.89,-10.38,-0.006253753936906098,0.183,0.0
14.64,-19.54,-8.632,4.43,-4.354,4.393,-1.226,-9.525,-10.594,-0.00023941249900213843,0.314,-0.183
19.209,-19.54,-27.249,4.43,-4.354,-3.632,-0.902,-10.216,-10.586,-0.009811471954593165,0.0,-0.205
-7.617,-19.54,-30.079,4.43,-4.354,-4.337,-1.001,-9.747,-10.27,-0.006391146242865289,0.0,0.241
-20.016,-19.54,2.377,-2.366,-4.354,-4.337,-1.359,-10.375,-10.84,-0.0059972695563753065,-0.285,0.234
-10.629,-11.651,-0.77,-2.004,-1.979,0.787,-1.897,-9.848,-10.415,0.005078036545293442,-0.1,0.0
-2.022,-10.058,-3.204,-0.584,-4.354,-1.267,-0.843,-9.798,-10.478,0.009265470990910513,0.0,0.0
-1.879,-9.362,-8.669,0.572,-3.207,-0.968,-1.286,-9.86,-10.523,0.01756028698755498,0.0,0.0
-3.179,-9.537,-10.126,0.12,0.0,-0.908,-1.375,-9.875,-10.575,-0.010807424469078246,0.0,0.0
-2.706,-9.222,-9.234,0.0,0.0,0.0,-1.061,-9.838,-10.537,-0.006376857485385308,0.0,0.0
-2.708,-9.295,-9.182,0.0,0.0,0.0,-1.109,-9.875,-10.546,-0.005054242384904066,0.0,0.0
-2.819,-9.337,-9.381,0.0,0.0,0.0,-1.063,-9.841,-10.562,-0.014208119479928909,0.0,0.0
-2.588,-9.309,-9.206,0.0,0.0,0.0,-1.016,-9.823,-10.564,-0.014626843872538198,0.0,0.0
-2.606,-9.315,-9.188,0.0,0.0,0.0,-1.048,-9.847,-10.522,0.023969594344755686,0.0,0.0
