accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
6.665,5.014,-4.689,4.249,3.034,4.357,2.211,-7.535,-9.889,-0.109,0.125,-0.328
14.548,6.757,-23.885,4.017,1.094,0.154,-3.344,-9.974,-10.563,-0.295,-0.928,-0.161
13.368,2.027,-16.792,-4.123,-4.074,-0.126,-1.666,-10.305,-10.451,0.13,-0.87,-0.477
-3.911,4.784,8.33,-3.679,-4.355,-3.126,0.274,-9.22,-9.017,-0.167,0.499,0.0
-6.831,-0.962,-30.895,0.0,-1.815,3.651,-0.523,-9.804,-11.879,-0.322,0.113,0.458
3.645,6.305,-0.282,2.088,0.134,-0.474,-1.635,-9.707,-10.189,0.0,0.109,0.0
-2.752,8.553,-3.549,-2.009,0.0,0.214,-1.215,-9.557,-11.356,0.0,0.0,0.0
1.214,8.694,-4.673,-0.251,0.0,0.622,-1.468,-9.622,-10.701,0.0,0.0,0.0
-0.114,7.912,-4.501,0.215,0.414,0.0,-1.031,-9.619,-10.734,0.0,0.0,0.0
0.287,-9.319,-8.867,0.0,-0.189,0.0,-1.08,-9.618,-10.813,0.0,0.0,0.0
0.0,-9.388,-9.043,0.0,-0.115,0.0,-1.049,-9.703,-10.719,0.0,0.0,0.0
-0.107,-9.327,-8.853,0.0,0.0,0.0,-1.185,-9.639,-10.591,0.102,0.0,0.0
-0.349,-9.45,-8.742,0.0,0.0,0.0,-0.948,-9.959,-10.71,0.137,0.184,-0.199
-0.849,-9.486,-8.258,0.0,0.279,0.0,-3.901,-14.473,-9.236,-0.143,0.726,0.662
-4.463,-18.396,8.33,2.871,-4.355,2.982,-2.323,-8.069,-11.832,0.328,-0.169,0.0
0.415,-16.12,2.151,4.436,-2.298,2.79,1.683,-7.024,-10.087,0.218,0.0,0.0
-3.016,0.327,-10.834,3.48,-1.923,1.748,1.057,-8.749,-10.67,0.0,0.271,0.0
-2.095,-3.299,-3.007,1.201,-1.791,0.77,-3.149,-10.178,-9.782,0.0,0.151,0.0
-2.258,-4.02,-2.97,1.219,-0.264,-0.487,-1.059,-9.561,-10.434,0.0,0.0,0.0
-2.853,-1.284,-3.783,0.634,0.319,0.0,-1.067,-9.413,-9.923,0.0,0.265,0.0
-5.449,1.309,1.447,1.028,0.73,1.692,-1.735,-9.649,-10.181,0.0,0.104,0.0
-12.012,4.838,7.427,2.509,2.517,2.635,-1.946,-9.778,-10.016,0.0,-0.12,0.0
-16.12,5.314,8.33,4.436,4.375,3.233,-0.855,-9.148,-9.681,0.0,-0.231,-0.105
-6.522,0.833,3.348,4.023,4.375,4.357,2.984,-4.984,-11.156,0.0,-2.454,-0.832
9.75,5.521,-18.305,3.216,3.022,3.373,-3.465,-9.991,-6.764,-0.5,0.48,0.371
6.596,-5.849,0.293,-3.804,-0.869,-0.391,-3.851,-14.786,-10.968,0.139,0.225,0.306
-20.315,-0.397,8.33,0.0,1.1,-3.473,-0.483,-8.389,-9.477,0.188,0.951,-0.15
18.844,-0.76,-30.895,-4.294,-2.503,4.357,-0.563,-8.391,-8.85,-0.268,0.311,0.194
-4.092,10.052,-15.922,3.666,1.226,-3.245,-0.427,-9.578,-11.456,-0.215,0.248,0.327
0.488,7.049,-2.592,0.427,-1.362,1.651,-1.24,-9.863,-10.227,0.0,0.198,0.111
0.996,8.575,-4.395,-0.584,-0.439,0.3,-1.125,-9.816,-10.636,0.0,-0.165,0.0
0.175,7.528,-5.506,0.233,0.0,0.711,-0.348,-9.48,-10.496,0.0,0.0,0.0
0.186,-9.498,-8.769,0.0,0.0,0.0,-0.977,-9.652,-10.452,0.0,0.0,0.0
0.0,-9.343,-9.083,0.0,0.0,0.0,-0.971,-9.664,-10.561,0.0,0.0,0.0
-0.188,-9.403,-8.921,0.0,0.0,0.0,-0.933,-9.628,-10.484,0.0,0.0,0.0
0.442,-9.456,-9.119,-0.115,0.214,0.0,-1.003,-9.758,-9.712,0.102,0.0,0.0
-6.404,-10.793,0.0,-1.293,-1.725,0.279,0.0,-14.952,-11.198,0.0,0.901,0.514
-0.578,-19.298,1.112,4.436,-0.924,0.433,-4.442,-8.749,-11.339,0.288,0.172,0.296
-2.536,-9.042,-7.132,4.436,-1.61,1.488,1.735,-6.745,-10.997,0.157,-0.709,0.0
-1.41,-5.359,-9.089,0.632,-0.422,0.808,2.663,-7.947,-9.596,0.0,0.464,0.0
1.094,-6.217,-6.068,1.675,-0.424,0.369,-3.259,-10.034,-9.297,0.0,0.418,0.114
-2.388,-6.054,0.0,0.445,0.0,0.0,-2.742,-10.203,-10.297,0.0,0.0,0.0
-1.292,-4.057,-0.575,-0.251,-0.234,0.485,-0.323,-9.17,-10.482,0.0,0.0,0.0
-0.624,-3.897,-1.323,-0.19,-0.182,0.383,-1.812,-9.387,-9.392,0.0,0.0,0.0
-10.975,-5.133,2.826,0.548,0.103,-0.102,-1.845,-9.922,-10.555,0.0,0.0,0.0
-20.381,-13.04,8.33,2.572,2.917,4.357,-1.256,-9.464,-10.179,0.0,0.0,0.0
-11.933,-3.518,8.33,3.893,4.375,4.357,0.0,-8.848,-9.895,0.0,-0.1,-0.126
4.936,-1.968,-0.768,4.436,2.082,4.357,3.208,-4.779,-11.966,-0.164,-1.184,-0.571
14.806,2.592,-20.922,2.79,0.144,3.321,-2.627,-6.722,-7.527,-0.372,-0.879,0.0
-0.782,-15.176,8.33,-4.294,-3.137,-0.523,-7.973,-4.534,-12.295,0.0,0.362,0.42
-9.298,6.668,3.407,-1.417,0.0,-1.357,-1.436,-9.28,-8.531,0.0,0.0,-0.238
4.035,5.118,-14.848,0.238,-0.145,0.136,-0.416,-9.684,-11.07,-0.235,-0.346,0.0
-0.311,6.745,-6.06,-1.024,-0.33,0.0,-1.097,-9.607,-10.773,0.0,0.31,0.0
-1.548,4.03,-3.992,-0.192,0.672,0.461,-1.046,-9.521,-11.604,0.0,0.0,0.0
-0.819,-0.354,-4.263,-2.048,1.354,0.793,-1.6,-9.745,-10.608,0.0,0.0,0.0
2.484,-2.249,-10.878,-3.734,3.851,-2.071,-1.134,-9.631,-11.04,0.0,0.0,0.0
-2.738,-5.699,-6.37,-4.294,3.95,-4.373,-1.037,-9.609,-10.945,0.0,0.0,0.0
0.285,-9.276,-9.353,0.0,-0.122,0.0,-0.98,-9.662,-10.722,0.0,0.0,0.0
0.0,-9.413,-9.033,0.112,-0.279,0.12,-1.133,-9.782,-10.591,0.104,0.132,0.0
-1.044,-9.319,-8.603,0.0,-0.703,0.287,-1.787,-11.319,-10.256,0.0,0.426,0.153
-3.487,-11.317,-5.678,-1.083,-4.355,0.505,-3.288,-11.228,-11.048,0.0,0.0,0.193
5.821,-15.767,-0.917,1.937,-1.796,0.347,-0.554,-8.096,-10.576,0.173,0.0,0.0
0.662,-19.298,0.0,4.436,-2.455,0.618,0.596,-8.218,-10.274,0.0,0.139,0.0
-9.807,-2.832,-14.805,2.873,0.886,0.309,-1.66,-9.587,-10.131,0.0,0.315,0.0
1.482,-7.393,-3.383,0.82,-1.432,1.407,-1.916,-9.788,-10.104,0.0,-0.129,0.0
-2.342,-4.505,-3.485,0.254,0.29,-0.565,-0.47,-9.271,-10.55,0.0,0.0,0.0
-0.645,-2.847,-1.67,0.0,-0.413,1.125,-1.229,-9.668,-10.5,0.0,0.182,0.0
-2.659,-0.709,4.848,0.682,0.47,0.656,-1.467,-9.486,-10.066,0.0,0.255,0.0
-20.381,-1.55,8.33,2.172,4.375,0.709,-1.144,-9.205,-9.454,0.0,0.234,0.0
-13.317,-3.355,8.33,3.373,3.755,4.357,-0.124,-8.004,-8.824,0.0,-0.465,0.0
0.277,-0.338,-2.441,4.436,2.364,4.357,0.61,-8.179,-13.75,-0.399,-0.404,-0.487
12.529,-0.208,-13.862,1.307,-0.516,3.372,-10.503,-19.369,-4.957,0.0,0.134,0.125
-0.152,-8.508,8.33,-3.748,-2.71,-1.846,4.804,-10.256,-12.768,0.244,-0.518,-0.622
-4.589,5.135,-13.389,4.436,3.091,1.794,0.207,-9.615,-8.959,-0.162,0.0,0.101
7.554,-4.201,8.33,-2.472,0.294,-0.301,-1.021,-9.584,-12.21,-0.169,0.169,0.231
-3.683,2.854,-9.399,-0.772,1.607,-1.443,-1.419,-9.795,-10.25,0.0,0.103,0.0
0.898,-3.697,-4.19,-2.404,0.985,-0.795,-1.139,-9.573,-10.992,0.0,0.151,0.0
0.687,-3.412,-9.315,-3.836,2.614,-2.776,-1.112,-9.616,-10.915,0.0,0.0,0.0
1.257,-7.459,-7.518,-4.294,1.878,-4.373,-0.861,-9.541,-10.721,0.0,0.129,0.0
-12.851,-19.298,-2.781,-4.294,3.485,-4.373,-1.255,-9.591,-10.758,0.0,0.0,0.0
-10.833,-19.298,-8.87,-2.237,2.547,-4.373,-1.435,-9.658,-10.842,0.0,0.0,0.0
-8.386,-19.298,-14.633,-1.456,4.375,-4.373,-1.056,-9.576,-10.748,0.0,0.0,0.0
-4.16,-12.929,-3.483,-0.882,-3.908,0.581,-1.229,-9.636,-10.629,0.0,0.0,0.0
7.736,-16.169,4.181,4.436,-3.074,0.684,1.397,-8.003,-10.45,0.0,0.169,0.117
-5.906,-6.888,-13.119,4.436,0.0,-2.34,-1.443,-9.752,-11.039,0.0,0.425,0.106
2.63,-9.68,-7.458,1.409,-2.146,2.017,-2.786,-10.055,-9.649,0.0,0.0,0.0
0.705,-6.996,-7.991,2.115,0.728,-0.758,-0.645,-9.257,-10.296,0.0,-0.25,0.0
-1.774,-4.712,-4.569,0.464,0.0,0.0,-1.119,-9.411,-9.99,0.0,0.0,0.0
0.16,-3.978,-2.699,-0.167,-0.117,0.527,-1.79,-9.791,-9.997,0.0,0.0,0.0
1.064,-3.834,-1.579,-0.355,-0.159,0.499,-1.058,-9.81,-10.487,0.0,0.0,0.0
0.904,-3.831,0.342,0.0,0.147,0.345,-0.632,-9.274,-10.307,0.0,0.0,0.0
-10.471,-5.036,7.014,0.91,1.721,0.277,-1.606,-9.517,-9.488,0.0,0.128,0.0
-20.381,-16.469,8.33,0.685,2.906,4.357,-0.469,-9.245,-9.883,-0.128,0.262,0.133
-8.992,-9.717,6.366,2.672,2.713,4.357,1.115,-6.348,-9.85,-0.105,-1.424,-0.263
11.404,1.07,-2.299,4.436,0.829,4.357,-3.452,-9.072,-8.543,-0.338,-0.563,0.0
11.761,3.254,-7.523,0.333,-0.87,0.146,-0.193,-16.433,-10.894,0.0,-0.273,0.0
3.159,-5.661,1.91,-4.127,-4.355,-0.694,3.655,-8.763,-11.723,0.344,-1.056,-0.6
-9.634,2.683,-1.555,4.436,1.407,0.593,-0.174,-9.083,-8.69,0.0,0.512,0.0
6.26,-2.368,8.33,-0.173,-0.121,0.0,-0.399,-9.727,-11.116,-0.298,0.0,0.345
-4.161,7.625,-10.007,-1.994,-0.264,0.0,-1.885,-9.875,-10.487,0.0,0.154,0.0
1.253,7.271,-6.713,-0.138,0.0,0.148,-0.946,-9.409,-10.896,0.0,0.0,0.0
-0.644,5.208,-6.982,-0.472,0.58,0.104,-0.939,-9.654,-10.706,0.0,0.0,0.0
-0.662,-2.085,-6.498,-1.788,1.655,-0.163,-0.89,-9.674,-10.767,0.0,0.0,0.0
-0.242,-2.325,-10.124,-3.749,2.454,-1.862,-0.989,-9.618,-10.863,0.0,0.0,0.0
0.64,-7.233,-7.128,-4.294,3.031,-4.07,-1.067,-9.686,-10.567,0.0,0.102,0.0
-9.286,-17.168,1.065,-4.294,2.06,-4.373,-0.998,-9.722,-10.611,0.0,0.0,0.116
-11.115,-19.298,-1.324,-4.294,2.079,-4.373,-1.311,-9.646,-10.943,0.0,0.0,0.0
-20.381,-16.461,-16.337,-0.771,4.375,-3.09,-1.09,-9.594,-10.663,0.0,0.0,0.0
0.814,-10.056,-3.614,-0.369,-0.941,1.415,-2.795,-8.483,-10.357,0.334,0.293,0.186
1.293,-16.333,0.0,4.436,-2.397,1.295,2.133,-7.119,-10.976,0.224,-0.521,-0.101
1.032,-7.697,-7.518,4.436,-2.248,0.417,0.33,-9.233,-10.957,0.0,0.446,0.112
-2.245,-7.661,-5.354,3.339,-0.237,-0.375,-2.662,-10.158,-10.256,0.0,0.0,0.0
-1.305,-7.181,-5.975,1.779,0.0,-0.181,-1.092,-9.408,-9.886,0.0,-0.21,0.0
-2.827,-4.417,-6.198,0.745,0.864,-0.622,-0.197,-9.256,-10.709,0.0,0.109,0.0
-2.991,-2.466,-4.252,0.126,0.0,0.479,-1.965,-9.991,-10.284,0.0,0.298,0.0
-2.821,-3.442,0.398,-0.325,0.211,0.734,-1.75,-9.723,-10.276,0.0,0.184,0.0
-18.785,-6.276,8.259,0.98,4.277,1.621,-1.144,-9.36,-10.046,0.0,0.0,0.0
