accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-0.849,-9.263,-8.156,0.0,0.0,0.0,0.256,0.0,0.75,0.0,0.0018507641026030272,-0.005373388145267139
-0.833,-9.274,-8.187,0.0,0.0,0.0,0.273,0.0,0.786,0.0,0.004785963091212635,-0.005727584600803077
-0.916,-9.285,-8.038,0.0,0.0,0.0,0.254,0.0,0.77,0.0,0.005979142102664391,-0.02299489756003445
-0.765,-9.286,-7.98,0.0,0.0,0.0,0.278,0.0,0.818,0.0,0.0006008276818437884,-0.006413342743259264
-0.951,-9.261,-8.196,0.0,0.0,0.0,0.288,0.0,0.831,0.0,0.011321629487320803,-0.011600777472353807
-0.823,-9.284,-8.161,0.0,0.0,0.0,0.24,0.0,0.814,0.0,0.006571508266111267,0.01621948526002936
-1.009,-9.322,-8.07,0.0,0.0,0.0,0.262,0.0,0.875,0.0,-0.0014921074328170308,-0.021476882284020605
-0.978,-9.279,-8.185,0.0,0.0,0.0,0.254,0.0,0.844,0.0,0.006142349566915859,0.006223232394573547
-1.364,-9.239,-8.171,0.0,-0.211,0.0,0.227,0.0,0.814,0.0,-0.00444406288773281,-0.011548376651450823
-2.827,-9.601,-8.011,0.0,-0.198,0.0,0.313,0.0,0.881,0.0,0.011294831802862448,0.004319459570824852
-5.01,-9.621,-9.321,0.0,-0.613,0.752,0.257,0.0,0.976,0.0,0.0038283703364283502,0.0006063462612629787
-5.654,-10.179,-12.211,-0.303,0.118,1.291,0.0,0.0,1.037,0.0,-0.0020080119558504492,0.008233703349518019
-5.246,-11.146,-13.184,-1.066,0.0,1.728,0.0,-0.12,1.086,0.0,-0.025213620456270243,0.006720495211812287
-3.649,-12.433,-15.141,-2.485,0.0,1.731,0.0,-0.122,1.087,0.0,-0.008196715750931298,-0.007611692673124778
-5.616,-15.1,-14.783,-3.612,0.515,0.894,0.0,-0.14,1.14,0.0,0.007693378772450572,-0.005263732933306802
-4.19,-12.872,-14.73,-4.294,0.564,1.564,0.114,-0.135,1.157,0.151,-0.004198055702118122,-0.0014240062709232485
-0.905,-6.645,-6.118,-3.854,0.719,1.36,0.205,0.0,1.3,0.169,-0.0034837948917477743,0.010485730820728593
-1.938,-2.308,-3.229,-0.863,1.649,0.0,0.263,0.0,1.654,0.137,0.007002119908579857,-0.0025071557799157583
-0.4,-4.056,-11.234,4.369,1.578,-0.739,0.299,0.0,1.661,0.0,0.002583308624773914,0.0041558742541519655
