accX1_median,accX1_iqr,accX1_var,accX1_skew,accX1_kurtosis,accX1_rms,accY1_median,accY1_iqr,accY1_var,accY1_skew,accY1_kurtosis,accY1_rms,accZ1_median,accZ1_iqr,accZ1_var,accZ1_skew,accZ1_kurtosis,accZ1_rms,gyroX1_median,gyroX1_iqr,gyroX1_var,gyroX1_skew,gyroX1_kurtosis,gyroX1_rms,gyroY1_median,gyroY1_iqr,gyroY1_var,gyroY1_skew,gyroY1_kurtosis,gyroY1_rms,gyroZ1_median,gyroZ1_iqr,gyroZ1_var,gyroZ1_skew,gyroZ1_kurtosis,gyroZ1_rms,class
-0.912,0.7690000000000001,5.962606439999999,-0.5232837777709346,3.0407975247198626,2.660743685513507,-9.421,2.301000000000001,27.913062749999998,2.117240399665981,4.798086966515813,9.813873547177995,-9.408,1.5430000000000001,27.92419337333334,-2.133825913314115,4.256056431437697,11.360483202751546,0.0,0.261,0.5304926566666667,-1.3050865180619369,2.4672554932812556,0.7325413844964664,0.0,0.178,1.379358456666667,1.1377067247952326,2.839949737209019,1.1522930703601406,0.0,0.184,1.3960962900000002,1.7109411072049212,4.586130464828259,1.1869606059174838,2
0.238,1.448,15.63303919,1.1147327153311049,2.475137304381975,3.9236335506772293,-9.425,2.3629999999999995,41.09649445666667,0.7771286709402131,1.6054593572272138,11.308717803535465,-9.266,3.819,53.966349326666666,-1.103836214998545,0.020198089385016438,13.734956413472887,0.0,1.086,3.2356334899999997,-0.024030590951529113,1.4483263994943387,1.8191439085459953,0.0,1.272,2.78277275,1.039138930250555,1.349428724015012,1.6413475804959778,0.0,0.0,2.2929283566666667,-0.44238081249397093,3.2789931692567027,1.4837859953510817,2
-0.337,1.369,13.962855839999998,-0.5233743790071068,1.48557712695486,3.7137276636824086,-9.5,2.083,26.48254692333333,0.2730519572315008,1.8370384186455953,10.824498042865544,-9.381,2.1229999999999993,65.22921775,-1.175457534300829,0.6859849438238625,13.928133696945904,0.0,1.7830000000000001,3.479415373333333,-0.19852469462905417,1.1172762224642216,1.8379037733243817,-0.142,0.729,2.7414574233333333,0.3672108592664063,2.48489231628045,1.6275176558182096,0.0,0.602,1.3459951933333334,-0.6076126828666075,1.8531791805762694,1.137002374667705,2
-0.401,1.714,34.56029817333334,-0.5915103024756271,3.3755441238441426,5.780109922830188,-9.27,2.6560000000000006,67.81296235999999,1.651707312178299,3.2121766368292803,10.932465522470217,-8.183,1.6790000000000003,86.47936504333335,-1.09815493053057,0.5044792495959278,14.34813714319737,0.0,1.1179999999999999,2.8292074233333335,0.11540873085567048,1.6499564434927798,1.6686679597810943,0.0,0.6080000000000001,2.41130409,1.3010320853803004,2.7486652146314947,1.5279317131338035,0.0,0.77,2.038682666666667,-0.7686956278065323,3.765739620170913,1.4374628760423693,2
-0.578,1.6019999999999999,15.950552943333333,0.22618719220120254,0.31295826450757014,3.9239370127462547,-9.488,3.053000000000001,33.46548382333334,0.493668361238318,0.8100786594535818,11.394427251950841,-8.825,5.984999999999999,60.388755110000005,-1.2134471015399269,1.080846363548214,12.83436594616189,0.0,0.241,3.68929949,-0.3614801221873063,1.0064679328025896,1.8989256962819792,-0.133,0.813,2.907111333333333,1.0241507460194466,0.8325352511771742,1.674613185186358,0.0,0.641,2.0028324066666667,-1.0131552984604302,3.2384202121390455,1.3958633314189466,2
-0.326,2.7119999999999997,27.503140056666666,-0.7261713935023396,5.958036767417093,5.1414629746794835,-9.467,3.2840000000000007,79.54742002666666,1.3737456455494956,1.773489427755707,11.70873613674849,-10.276,5.585000000000001,74.06924898999999,-1.2738924016295516,0.5649135384560697,15.051529031962167,0.0,0.52,3.24163989,-0.28432790160692367,1.6753634198592797,1.7653828366674464,0.0,0.8280000000000001,1.8949618333333333,0.37609456161402666,1.6058809730217192,1.3659816250594294,0.0,1.103,2.707000273333333,-0.5686799292502396,1.5812768623213875,1.626894723084441,2
-0.222,1.698,32.05385572333333,-1.3535539029618842,5.5052801976094,5.547430951350363,-9.354,3.817,55.18647872666666,1.2203839203032465,2.50600802870978,11.005876970055589,-9.311,9.102,76.00938697666668,-1.005144744179612,0.5013346929465556,14.550940601899248,0.109,1.387,3.76178591,-0.26862438959295426,0.6944993447293641,1.9202724598348018,-0.108,0.986,2.8964482900000004,1.1658056350430703,1.0964887409103854,1.673125338998845,0.0,0.438,2.0451701233333335,-0.6844058195252826,3.1813484599102217,1.417153583772768,2
-0.203,1.6300000000000001,28.756929093333337,0.7121641763213106,6.838362062415026,5.256969564302232,-9.499,2.8979999999999997,66.15759776,1.0301344527267238,1.101220945347034,12.018679875926475,-9.577,3.09,99.12905525000001,-0.841558029264376,-0.04220066822511148,15.579888891773267,0.0,0.323,6.273755326666667,-0.11851587895360412,-0.25090151868316424,2.4550526267271744,0.0,1.159,1.616822573333333,0.8140149422425196,3.6804884742442177,1.2703670178338227,0.0,0.532,2.499336456666667,-0.9881532089957553,2.0602256515657063,1.5563264182040992,2
-1.137,3.305,26.75852039333333,1.9984660789555477,4.518863720087246,5.095436063773149,-9.476,5.771000000000001,55.09929522666667,1.0851458632090245,1.95461383296184,12.258320929066917,-9.629,9.828,135.6100263766667,-0.39454980400659156,-0.5737035596112796,16.217109941046832,0.0,1.524,5.809857583333334,0.021284806019451787,-0.36835139948389806,2.368393936827233,0.0,1.57,3.4169951433333328,-0.6726433873246124,0.6163113138922469,1.8130961585089747,0.0,1.2049999999999998,2.038109843333334,-1.2004922095679216,2.310006862019927,1.401578124829294,2
-0.774,2.016,34.73615844333334,1.5131708966668598,3.220694305410542,5.780687222121605,-9.47,2.49,46.74628317666666,1.110605196137203,2.8166512079977784,12.138411477619302,-9.389,9.567,121.00539739,-0.29718101046162704,-0.3401451405820777,14.929549109065553,0.0,0.983,5.8166284600000004,-0.29341664389134253,-0.5115486821610293,2.3694915910380434,0.0,0.928,3.108474193333334,0.36915580615761906,1.356553506542558,1.74602127134809,0.0,0.67,2.8741339766666667,-1.3408497021453352,1.7947731464982883,1.6647578442524307,2
-1.078,1.235,15.869878556666665,1.5533061514355495,2.0907507032246038,3.9170421442716186,-9.477,8.306000000000001,99.66438429,1.4435370369232712,2.0285216742265995,12.50263175815396,-9.954,10.963,96.56810169333333,-0.5164691047961422,-0.705671448047466,17.379064242933218,0.0,3.7479999999999998,7.409881593333331,0.0722552222930864,-0.8080677915008154,2.6676095366451213,0.225,1.221,3.4594506900000006,-0.3722822848330959,1.142889768199157,1.8448045858572664,0.133,0.974,2.877778083333333,-0.9415980596151379,1.1234579931191062,1.6698873015865474,2
-1.3,2.7270000000000003,13.552057293333334,1.6214788383358254,5.435386945331455,3.871381980636889,-10.318,4.3820000000000014,32.40845827333333,0.8589087246976299,1.5042521461850784,11.692443221157843,-8.924,4.968999999999999,46.842345056666666,-0.8247230270464059,3.2725688573459433,11.190853370498605,-0.216,1.883,2.90890016,-0.6738812438248855,0.35604315750050697,1.7993165035646175,-0.32,2.43,4.177578873333334,0.38313763463257083,0.03687470501483636,2.003242301869647,0.0,1.068,1.6034486666666667,-0.9924269925780845,0.9791386422288526,1.2515342903812103,2
-0.897,3.19,68.01359699,-0.09213164029538085,1.306189453604338,8.09123465238773,-9.409,8.322,59.62401575666667,0.7116455488564346,0.2363527523400073,12.166078031970697,-9.541,7.061,82.41160165999999,-1.0410889750820633,0.18674555277425586,15.240004678476971,0.0,1.248,4.459056666666666,0.24424312226882103,0.4234167161549909,2.069667760777077,0.324,0.782,4.499453000000002,0.13108968868621668,0.10243436923486637,2.157264499313888,0.0,1.893,4.223519456666667,-0.33434168564220557,0.7292026395101217,2.0205150432501116,2
-0.138,1.34,39.39475900666668,-0.40073239192400234,4.931454919142903,6.152982444311052,-9.474,5.401,20.69232227333333,-0.5074837457842813,-0.5975397844786614,12.30062401831712,-9.278,4.777000000000001,69.34220576,-0.9820530134908682,1.4661652916841588,12.268641215717413,0.0,2.106,6.357254189999999,-0.16210866546430874,-0.2994211024700335,2.5095132516087655,0.0,2.4130000000000003,4.164548806666667,0.058255960872670286,-0.013062779227207333,2.048882358750741,0.0,0.698,3.7815767499999997,-0.4538243207554175,1.5803007804329798,1.945729950429915,2
-0.308,1.8570000000000002,17.376301833333333,-0.6720938273948247,2.0906923405767666,4.088779006011452,-9.54,5.978,19.67847431000001,-0.3696666932119696,-0.6164573072579933,12.603483908824575,-9.079,3.627,99.99298579333333,-0.7547250920346951,0.30517882403423435,14.139504313801103,0.0,1.173,6.98115636,0.07069346196298625,-0.35767486478456556,2.588881094218118,0.0,0.963,3.9368846666666664,-0.08600338455856671,0.28824318716820807,1.9586331560555181,0.0,0.6779999999999999,1.8401655399999999,-1.5540597673000842,3.02044897975596,1.331832241688119,2
-0.971,2.2,59.08449295666668,0.26507436283505864,1.9526617139005165,7.565676152202128,-9.395,3.3710000000000004,76.86196173999998,1.1804283426528939,1.5044247673638962,12.160350712047741,-8.685,9.788000000000002,125.33479180999997,-0.6257056456533222,-0.7128835281954511,16.566402133233396,0.0,0.782,7.1234925066666674,-0.1582427075556467,-0.5899668382866516,2.6204817953956483,0.0,1.085,4.503648723333334,0.7964663057298308,0.026070462102691483,2.098858565982949,0.0,1.324,4.023410456666667,-0.33120297745760185,0.753725250965184,2.0066218976179844,2
-0.388,1.927,24.503979293333334,-0.17851337907400275,0.8433395301466033,4.9198482903439205,-9.549,4.981999999999999,29.760830009999996,0.05418090555496855,-0.16321632278863474,11.703388936543124,-8.736,4.696,111.48400482333334,-0.7920827089470421,-0.3485175771780735,15.105322529492708,0.0,2.304,7.300332333333333,0.048038335858514705,-0.678541446410442,2.6515352911096617,-0.112,1.326,4.570818726666666,0.19398494775923572,0.051117604470301004,2.0999259891719997,0.116,1.194,2.6941603733333337,-0.8160822530489616,1.2141267313132742,1.618828020513606,2
-1.118,2.865,22.814161249999998,0.40120253927137745,0.476788546759479,4.689532475631233,-9.722,5.398,16.02605610666667,-0.7658849408804308,-0.5762408986214567,12.32552757978335,-9.094,8.254000000000001,108.58692731000001,-0.3705415370391513,-0.39511726650910983,14.234593888130423,0.0,1.3479999999999999,6.421438793333333,0.014510413470007595,-0.38713912830971564,2.485790530193564,0.188,0.84,2.14948379,0.3482582813228915,2.125738208129193,1.476650195543955,0.0,0.378,1.67465961,-0.8392198269280897,5.482974733150099,1.2717902657278046,2
-1.008,1.944,25.24599172666667,-1.989581574792815,7.957892178912855,4.9907351482522095,-9.471,4.681,77.27771008333335,1.0348779600864169,0.8288621965694718,11.979797103457136,-9.199,4.1579999999999995,86.98389812333333,-0.9424846353692147,-0.28857861294357434,15.526794484374424,0.0,0.685,4.4431677899999995,-0.37660882797971673,0.2479728343880936,2.066883779993447,0.0,1.216,4.444239443333334,0.4233297551085294,0.012695302406501963,2.0877770283246244,0.279,1.258,3.5007775,-0.4538224467935581,1.1641384201097118,1.8542526688668943,2
0.201,1.299,36.60822376,-0.886713167439532,4.451921313119056,5.928275138689162,-9.304,3.298,37.811418026666665,0.0569300041264183,0.025806653274453417,10.71616219548771,-8.423,10.094,122.98259530666665,-0.5554840372743935,-0.3267702972024735,15.054667911315747,0.0,0.491,5.3482729566666665,-0.3543324205139182,0.021910058782770303,2.266035330704268,0.0,0.609,2.86627989,0.19905911942084012,1.9152704557031521,1.6846835904703295,0.0,0.591,2.105743243333333,-1.5418023935529328,3.169223503872174,1.421802728932534,2
-0.712,1.999,37.579579333333335,0.3952495330536339,3.9490036689487917,6.032208302106286,-9.358,4.667,28.628804689999996,-0.2571217074696054,-0.2582664877448795,11.417923199951908,-8.74,9.003,122.67338908333333,-0.6244964143756281,-0.32110978653171873,15.085618798047363,0.0,2.098,5.30962425,-0.19181411042587826,-0.2433854732470495,2.273817785135827,0.0,0.7130000000000001,2.9067173899999994,1.0250013276195746,0.4025526091072873,1.7109150534144002,0.0,0.545,2.07885025,-0.6187045063078507,3.217880389363204,1.419710266216315,2
