accX1_median,accX1_iqr,accX1_var,accX1_skew,accX1_kurtosis,accX1_rms,accY1_median,accY1_iqr,accY1_var,accY1_skew,accY1_kurtosis,accY1_rms,accZ1_median,accZ1_iqr,accZ1_var,accZ1_skew,accZ1_kurtosis,accZ1_rms,gyroX1_median,gyroX1_iqr,gyroX1_var,gyroX1_skew,gyroX1_kurtosis,gyroX1_rms,gyroY1_median,gyroY1_iqr,gyroY1_var,gyroY1_skew,gyroY1_kurtosis,gyroY1_rms,gyroZ1_median,gyroZ1_iqr,gyroZ1_var,gyroZ1_skew,gyroZ1_kurtosis,gyroZ1_rms,accX2_median,accX2_iqr,accX2_var,accX2_skew,accX2_kurtosis,accX2_rms,accY2_median,accY2_iqr,accY2_var,accY2_skew,accY2_kurtosis,accY2_rms,accZ2_median,accZ2_iqr,accZ2_var,accZ2_skew,accZ2_kurtosis,accZ2_rms,gyroX2_median,gyroX2_iqr,gyroX2_var,gyroX2_skew,gyroX2_kurtosis,gyroX2_rms,gyroY2_median,gyroY2_iqr,gyroY2_var,gyroY2_skew,gyroY2_kurtosis,gyroY2_rms,gyroZ2_median,gyroZ2_iqr,gyroZ2_var,gyroZ2_skew,gyroZ2_kurtosis,gyroZ2_rms,class
-0.808,0.7180000000000001,1.7418198333333335,-0.5223107570393171,0.37821234173933016,1.6534422275967189,-9.366,0.9649999999999999,0.7478819899999993,-0.5024798532132891,-0.22951260159582887,9.739289310827562,-8.393,0.7080000000000002,0.7561846666666668,-0.4284344372594418,0.8139718386975296,8.562097957860562,0.0,0.278,0.08986492666666668,-0.5121465371340559,-0.4937153344114691,0.30302402545012824,0.184,0.836,0.9961510566666666,0.47209200718911254,-0.18921315916488757,1.1142853853479366,0.0,0.224,0.6808103333333332,0.11174480639293219,-0.33379547036070756,0.8098417623215043,0.198,1.1119999999999999,1.303284876666667,-1.2135375825253374,3.651366180314099,1.2501320090294465,0.125,0.361,2.0780121600000006,-1.816882445753916,5.751298054600651,1.4236938013491525,-0.13,0.491,1.3796523566666667,0.2854110004606151,2.0436394816743144,1.1521795519796383,0.0,0.22699999999999998,0.14294189333333332,-0.049953613545363824,1.4838887274279067,0.3704527500235354,0.249,0.934,0.6440525100000001,1.533037059991151,1.4807966806606112,0.9791523476967208,0.0,0.337,0.36287166,0.20147689042582892,1.2652076241243853,0.6013320214324196,5
-0.286,2.206,2.0682918100000003,-0.5911540155569964,-0.963162432348434,1.6437206818678165,-9.516,1.0090000000000003,1.7849090266666658,-0.3712874661476794,1.3639608625601563,9.963246017237555,-8.569,0.6999999999999993,2.103845193333332,-1.9347345551594015,3.2793201354356896,8.957338044307583,0.0,0.511,0.5393991233333334,1.8068463730058988,2.952983243120448,0.7218564400211444,-0.182,0.391,1.1685657900000004,-2.0850194769987236,6.408755770948959,1.1047144608449733,0.0,0.796,1.028898776666667,0.09134984587417756,-0.07607769593163383,0.9969180307327177,0.0,1.579,23.570711593333332,1.6588669417164112,1.6997129538198248,4.894967538196755,0.0,1.439,9.275744223333332,-0.6886443577599919,2.188716665758676,3.0164638834237683,-0.188,2.0380000000000003,10.668616759999999,-0.44715330576965095,3.7472162336047568,3.2006446913082995,0.0,0.5569999999999999,0.46687960666666667,-0.5198360071017395,2.4456872813379293,0.6798419816398514,0.0,0.611,2.1989015733333335,-0.012752270149133783,3.922332511160569,1.458136893436278,-0.238,0.707,1.8893141899999997,1.6158087174906437,2.4448517723777137,1.3467746062352082,5
-0.57,4.3999999999999995,9.679493660000002,-0.7580454050261597,0.1999026557204151,3.2047272395634545,-13.666,10.046999999999999,33.40124777333333,0.177564972751076,-1.4263540212135983,13.738066776661118,-8.682,1.4670000000000005,1.2738089933333336,0.07673716565857779,-0.8602394603694372,8.747260940431582,0.0,0.8109999999999999,0.47949380666666674,-0.041041950743768624,-0.7916157562665136,0.7001340728746174,-0.286,1.224,2.2845186666666666,0.43617110541054605,0.3585619239892637,1.4999908266386164,0.0,6.119,11.186795989999998,-0.13882280074234943,-1.4186261140995169,3.2875985034672346,0.295,3.2620000000000005,34.36604909333333,-1.318132709227597,6.321442971289073,5.832021687202475,0.421,5.577999999999999,11.066013773333333,-0.09093983502676509,-0.6913952344375303,3.2593586669772936,-0.791,2.883,10.435735543333333,1.055456549056832,1.6286950771839717,3.188897533631333,0.0,0.998,1.4840710900000003,-0.3859791322524374,0.07232892727393159,1.197746450631351,0.127,1.293,4.024985833333333,-0.7601233475518181,-0.30455995559351834,1.9825095611370958,0.0,2.296,3.0126300066666665,0.49983142753332005,-0.7108341100428492,1.7557646311507702,5
-1.622,3.133,6.309703833333333,-0.00312643130529143,-0.782877003463716,2.595309738740253,-10.12,3.6190000000000015,8.871081873333333,-0.7637878998742246,0.7419287003193578,11.23749413525987,-8.18,2.1869999999999994,3.6978396399999998,-0.6051158586269101,0.0057023095938442125,8.876115501727092,0.391,1.242,2.7011101899999996,0.5461478728871022,0.45923840106690195,1.742300215232725,0.338,1.878,3.1911157600000006,0.3465765208304987,0.1666603068096557,1.854690788244768,0.427,1.4649999999999999,4.524560093333334,-0.6403383682970103,-0.2903381074083855,2.092724425240935,-0.129,1.48,4.600640416666666,2.072108726681662,5.314387243469826,2.222984471380761,0.204,0.9750000000000001,1.9017718899999998,-1.0032884090891963,1.6359668622897559,1.3545797577108554,-0.407,2.123,5.274466456666667,-0.039996810658640386,0.771451018855672,2.271205943986586,0.0,0.248,0.14352541,0.654306901169702,0.0708597970306668,0.39811726915570994,0.486,1.381,2.57270936,0.9011287583175726,0.6135612367236853,1.8226221550282988,0.0,0.528,0.5086798900000001,0.2172364196831871,0.08800138116807954,0.7068257493894801,5
-1.297,1.9979999999999998,6.29151349,-0.09691660407660761,0.34545208344557654,2.793634414163743,-9.821,1.6150000000000002,4.576711556666666,0.5353369780930809,0.5093482349188534,9.869319388894048,-8.751,1.8530000000000006,2.471325740000002,0.5924384134247941,-0.014909487181644643,8.831003777600822,-0.154,0.893,0.8031469066666665,0.07007757984708662,0.9095673053999969,0.9025251686241221,-0.845,1.6270000000000002,1.8822143766666664,-0.2055952499785292,-0.4656145797057203,1.7201324832698208,0.0,1.057,2.959512023333333,0.5487649070037705,0.618231540335795,1.7021124639694052,-0.253,3.004,5.736647890000001,0.32352690110708143,-0.5184586407683498,2.348356625387209,0.0,5.684,18.28727016666667,-0.24377435175177237,0.04936718915055671,4.2179844143856196,-0.244,2.064,11.542039926666668,-1.1267970530292466,3.0304944670973306,3.381737234026322,0.0,1.524,1.0307131266666667,0.6006842430619237,-0.867312681280159,1.1448389231677965,-0.346,2.288,3.846235473333333,0.04436772375193296,0.6872220104482918,2.0818845789332316,0.0,0.893,1.8250330400000003,1.1183451409402825,1.3231394121489917,1.3257080372389691,5
0.0,1.833,4.458813709999999,-0.7332289672669869,-0.18091307469147244,2.089954899034905,-9.358,1.8599999999999994,2.7123389433333345,0.04143426079434432,0.33937560711807535,9.9150686573518,-8.472,1.8020000000000005,2.3351733733333324,1.0580497470623271,2.911600126073724,8.761914521381728,0.0,0.685,1.2747216566666666,0.4232941436293587,0.6576096590211606,1.1096122205527479,0.235,2.016,2.3768863600000003,0.6942860022635963,-0.12235570297754927,1.6665107140369666,0.0,1.5459999999999998,2.230736673333334,-0.6778570691699376,-0.6932819902502625,1.5829235736446658,0.0,0.716,7.938836273333332,-1.4333993704175214,5.432981338050347,2.7784941245214108,0.274,0.884,6.091445326666666,0.8677688559051115,3.8440678498493943,2.4974513728999805,-0.627,1.888,8.891414323333333,0.01837324037307522,1.1041954256619322,2.9217842357025616,0.0,0.466,0.8660484266666665,-2.0259639995884227,2.7493629657756538,1.002029620320677,0.0,0.465,1.8727025566666666,1.4270747049531851,1.6352404902954873,1.4175830416592885,0.0,0.35,0.7185138333333332,1.9526380589310537,2.7128363925516688,0.9352396912022072,5
-0.745,2.511,3.1980679233333333,-0.6124674613385721,-0.05431938775302436,1.8822550199162704,-9.702,1.5219999999999985,1.637462943333334,1.4334508833869601,3.412772827689375,9.823459256290526,-8.675,1.5790000000000006,1.4398714399999986,-0.4304097994014626,0.9053686872244624,8.6614061514283,0.0,0.225,0.2518421733333333,-0.2956426026894899,-0.2172963784119899,0.49958995186052335,-0.149,1.5170000000000001,1.66333994,-0.3644734873299711,-0.6566793498776775,1.35397033940925,0.0,0.527,1.56774474,-0.0038778001611086423,1.037212344607802,1.2312294505899377,0.301,1.513,3.03540124,0.9733957575843957,1.7437782483326894,1.737957433310724,0.211,1.243,10.827140916666666,-0.989804104211398,2.662765024038692,3.254138792368881,0.0,1.1560000000000001,2.3032517066666665,0.8046585578581078,0.4336571553821904,1.500647127075516,0.0,1.036,0.9433597766666666,0.9509886306852766,-0.34298618764481326,1.078687851048671,0.0,0.712,2.469371226666667,-1.3571133402241196,1.4588505475098277,1.5745746346235863,0.0,0.648,1.5987256066666664,0.9998619114441193,1.2118756504829165,1.2392680420312627,5
-0.782,0.8320000000000001,3.2260252499999997,0.15085814811600587,0.5958110679926061,1.9185099009387467,-9.318,1.6590000000000007,3.6623455000000007,-1.319955047988925,1.9554217131944522,10.297158670235202,-8.402,0.7720000000000002,0.9562752400000004,0.3076863100921412,1.6044057149403912,8.555182410679505,0.0,0.28,0.4514629266666666,0.35585738149591156,1.5177246378617246,0.6707544409096372,0.0,0.579,1.6170937600000002,0.38185353709597786,0.9098275138127474,1.2462604703672504,0.0,0.283,3.1792852733333334,0.08094233005686571,2.110279691719695,1.750049565012374,0.204,0.443,22.967513490000005,-2.7946119915638366,10.877401588266858,4.70621308059888,0.0,0.678,8.648972606666666,-0.5088227338502955,1.2958371684162673,2.8962281678072257,0.176,0.698,4.277857109999999,-0.5784587096823272,3.9216043477294322,2.038403797092225,0.0,0.15,0.7462135099999999,-0.027761238878608367,1.1925186277138469,0.846932110620444,0.0,0.41,1.1859553399999998,-2.278214530148486,5.750858880666799,1.12034832083598,0.0,0.333,1.0946639933333333,1.2613363981145738,1.4434853148098874,1.0322489040924188,5
-0.811,1.45,1.64630369,-0.10509396648884073,-0.5567206916373246,1.4754003388911092,-9.914,1.761000000000001,1.8323814233333362,-0.5006815004031259,-0.2649446976402987,10.151455003101773,-9.191,1.5599999999999987,3.399117876666668,-0.19012014300791585,0.011442468117763838,9.630651880324612,0.0,1.09,1.5487695066666667,0.5578504070721957,-0.08235720858340434,1.2875754735160188,0.527,3.397,3.072218916666667,0.5919402881272517,-1.402292611740831,2.3012477919598315,0.0,1.22,1.6714053333333334,-0.87186147691677,0.27010911084654987,1.3704299033514995,0.123,1.209,5.450504806666667,-1.1794955490002097,3.4609078749895605,2.3109782257736655,0.367,0.497,0.8449667500000001,0.9291023225497255,1.938235273496324,0.9936800893647815,-0.792,1.0110000000000001,3.872181476666667,-1.9076018685084752,4.762040966500159,2.1898407796001975,0.0,0.291,0.4897205,-1.2776668138808858,0.6247655322049979,0.7151945469590775,0.0,1.629,2.767951826666667,0.9564580159075445,-0.27077782583511434,1.8615291885973746,0.0,0.359,0.4297129766666667,2.2675009275786686,5.060469403716231,0.6690390422090478,5
-0.509,1.451,2.2993714233333336,-1.0514701073326975,0.7993585161144559,1.7124096005337042,-9.603,1.3339999999999996,1.604492143333334,-1.1824403188648571,1.74076646114057,9.976180541670244,-9.388,1.6389999999999993,2.341884909999998,1.591486688640754,3.4416561359753777,9.220806320490633,0.0,0.395,0.16646239000000002,-0.20366229310650333,-0.044777626170974916,0.40089090785399456,-0.415,1.958,1.5064688333333331,-0.5264596841873311,-0.6770975884651809,1.5335425132678913,0.0,0.251,0.8279785933333331,0.20035246582973001,3.4570926336784087,0.8957372159288683,-0.413,1.487,10.112599640000001,2.55399285133862,8.68169786962037,3.115787797652465,0.138,0.32,3.8103625833333346,-1.488575758126372,1.7280235321371222,1.972621879631269,-0.208,1.077,12.084266356666669,-1.772072097371969,4.737076446675951,3.469983141169421,0.0,0.302,0.8650178066666667,1.8834465585074633,2.7785055540088166,0.9919454017233005,-0.111,0.879,2.0270846766666666,-1.4129462633066943,1.449001016945112,1.5719009383545772,0.0,0.344,0.4308130266666667,2.0472573299613948,7.472157034614327,0.6511597346273801,5
