accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-5.065,-9.309,-11.25,0.977,0.0,4.357
-4.702,-6.299,-12.251,1.787,-1.13,3.376
-6.228,-5.73,-14.046,2.879,-2.841,2.58
-7.923,-5.303,-17.676,3.729,-2.145,2.739
-4.57,-4.507,-19.154,3.767,-2.359,2.66
-2.387,-3.208,-18.973,3.407,-0.639,2.282
-0.571,-2.399,-23.025,3.655,-0.297,2.005
-0.948,-1.45,-21.512,2.407,-0.433,1.403
-0.401,-0.959,-23.888,2.288,0.0,1.036
-1.53,-0.435,-23.53,1.333,-0.155,0.601
-1.692,-0.438,-23.789,0.88,0.0,0.339
-1.852,-9.63,-8.629,-0.118,-0.214,-0.453
-2.059,-9.803,-8.644,-0.266,0.262,-0.429
-2.599,-9.81,-8.726,0.203,1.196,0.0
-2.656,-9.539,-9.697,0.152,0.829,0.0
-2.772,-9.739,-9.267,0.0,0.189,0.0
-2.329,-9.532,-9.225,0.0,0.0,0.0
-2.477,-9.573,-8.953,0.0,0.0,0.0
-3.251,-9.775,-8.832,-0.266,0.272,-0.145
-8.135,-11.814,-7.305,-1.269,3.395,0.606
-19.08,-17.71,-6.395,-0.535,3.447,2.921
-11.577,-19.568,-12.54,0.116,2.72,4.357
-8.524,-18.625,-11.45,-0.667,1.539,4.357
-6.979,-14.389,-12.335,0.0,-0.278,4.357
-6.566,-10.318,-12.124,0.512,-1.243,3.941
-5.53,-7.032,-11.144,1.233,-1.79,3.547
-5.424,-3.803,-12.28,2.171,-2.139,3.018
-3.911,-0.82,-13.914,2.447,-1.634,2.771
-3.161,0.22,-14.255,2.687,-1.96,2.302
-1.92,1.834,-16.258,2.335,-1.106,1.596
-2.794,1.66,-16.336,2.821,-0.843,1.421
-1.737,1.21,-18.962,2.992,-0.542,1.174
-1.151,0.741,-19.721,2.504,-0.376,0.546
-1.508,0.869,-24.426,2.313,0.0,0.701
-3.03,0.661,-25.612,0.954,0.0,0.0
-3.856,0.655,-23.609,0.19,-0.538,0.0
-2.047,-9.704,-9.476,0.0,0.309,0.0
-1.851,-9.699,-9.51,0.0,0.0,0.0
-1.536,-9.638,-9.456,0.0,-0.216,0.0
-1.533,-9.669,-9.397,0.0,-0.13,0.0
-1.509,-9.691,-9.401,0.0,-0.187,0.0
-1.495,-9.712,-9.432,0.0,-0.175,0.0
-1.521,-9.694,-9.527,0.0,-0.165,0.0
-1.673,-9.937,-9.625,0.0,-0.225,0.0
-4.949,-10.343,-12.018,-0.763,2.562,-0.377
-20.72,-16.286,-11.009,-2.536,4.376,2.901
-11.907,-19.568,-14.59,-2.127,1.629,4.357
-9.089,-19.568,-11.165,-1.047,-0.314,4.357
-7.655,-15.557,-11.258,-0.153,-0.405,4.336
-6.256,-11.38,-12.874,0.325,-1.096,3.83
-5.547,-7.342,-12.092,1.137,-1.497,3.436
-5.46,-4.183,-12.71,1.959,-1.686,2.897
-5.969,-1.74,-14.196,2.341,-1.705,2.782
-4.611,-0.286,-13.774,2.203,-1.395,2.615
-3.904,1.131,-15.257,2.368,-1.851,2.05
-3.416,1.861,-15.863,2.59,-0.829,1.876
-2.536,2.577,-19.835,2.751,-0.194,1.672
-0.597,2.635,-19.187,1.69,-0.995,1.164
-2.716,1.671,-17.789,2.279,-0.758,0.644
-3.706,1.781,-23.824,2.048,-0.11,0.397
-4.798,1.458,-23.906,0.944,-0.202,0.452
-1.695,-9.9,-9.978,0.0,0.317,0.0
-1.045,-9.822,-9.472,-0.199,0.225,0.132
-1.357,-9.498,-8.753,0.121,0.5,0.0
-1.604,-9.724,-8.699,0.0,0.576,-0.101
-2.357,-9.704,-8.756,0.0,0.618,-0.107
-2.266,-9.754,-9.279,0.0,0.0,0.0
-1.582,-9.673,-9.439,0.0,0.0,0.0
-2.131,-9.591,-9.382,0.232,0.347,-0.469
-3.888,-10.897,-7.519,0.0,0.503,-0.447
-11.395,-13.744,-6.413,0.398,0.909,-0.397
-10.551,-18.032,-6.323,-1.334,3.242,3.618
-9.364,-19.077,-7.363,-0.635,2.363,4.357
-6.966,-16.076,-9.711,-0.607,0.522,4.357
-5.839,-12.419,-10.287,0.0,0.124,4.325
-5.186,-7.303,-9.446,0.235,0.0,3.558
-5.34,-3.248,-9.568,0.731,-0.594,2.591
-6.784,-1.437,-9.219,1.536,-0.937,2.082
-7.411,-0.18,-10.912,2.073,-0.572,2.048
-6.37,1.325,-13.056,2.215,-0.64,2.18
-6.884,2.091,-13.074,1.864,-1.197,1.548
-6.379,2.06,-14.082,2.393,-1.443,1.5
-5.283,1.859,-16.751,2.719,-0.842,1.529
-2.989,1.532,-18.16,2.722,-0.598,1.263
-3.067,2.218,-21.191,2.329,0.313,1.118
-2.098,2.318,-24.951,1.517,0.0,0.716
-0.923,-9.915,-9.461,0.196,0.373,0.0
-1.341,-9.596,-9.88,0.0,0.488,0.0
-1.343,-9.735,-9.529,0.0,0.14,0.0
-1.338,-9.492,-9.534,0.0,0.205,-0.14
-1.568,-9.702,-9.308,-0.118,0.245,-0.18
-1.961,-9.736,-9.014,0.0,0.0,0.0
-1.658,-9.724,-9.316,0.0,-0.364,0.0
-1.689,-9.751,-8.884,0.0,-0.751,-0.129
-4.066,-11.622,-7.423,-0.856,0.0,-0.395
-11.742,-17.429,-7.572,-1.344,2.946,0.171
-11.27,-19.568,-10.195,-1.395,1.209,4.357
-4.692,-19.568,-13.312,-0.271,1.556,4.357
-6.609,-16.314,-13.156,0.0,-0.434,4.357
-4.743,-11.15,-11.88,0.617,-0.578,4.357
-3.983,-7.626,-10.641,1.694,-1.395,3.823
-4.672,-3.777,-10.428,2.133,-1.537,2.939
-3.844,-1.063,-12.355,2.7,-1.321,2.914
-5.369,0.834,-13.454,2.708,-1.71,2.22
-5.147,2.127,-13.895,2.292,-1.737,1.931
-3.336,2.26,-15.749,2.599,-1.267,1.605
-2.592,2.781,-17.326,2.424,0.416,1.542
0.662,2.33,-20.073,2.9,0.389,1.068
0.319,3.051,-22.434,1.547,0.0,0.621
-1.082,3.007,-22.939,1.25,0.0,0.159
-1.959,2.763,-22.933,0.361,-0.471,0.0
-1.817,-9.589,-8.273,0.233,0.532,0.154
-1.939,-9.401,-8.325,0.0,0.613,0.0
-2.153,-9.597,-8.414,0.0,0.429,0.0
-2.044,-9.613,-8.753,0.0,0.298,0.0
-2.193,-9.567,-8.702,0.0,0.272,0.0
-2.328,-9.612,-8.563,0.0,0.16,0.0
-2.073,-9.655,-8.802,0.0,0.0,0.0
-3.014,-9.992,-8.731,-0.16,-0.43,-0.211
-6.78,-12.231,-5.813,-1.797,0.0,-0.146
-13.191,-17.264,-4.62,-1.089,3.777,2.113
-10.965,-19.214,-10.796,-0.683,2.032,4.357
-6.265,-17.538,-14.111,0.988,1.063,4.357
-7.084,-12.91,-11.095,0.277,0.128,4.357
-5.302,-8.932,-11.447,1.347,-1.176,3.461
-4.99,-6.578,-10.982,2.052,-0.965,3.287
-5.982,-2.877,-11.146,1.947,-1.007,2.592
-7.374,-0.527,-11.46,2.131,-1.373,2.151
-6.677,0.406,-12.633,2.802,-1.274,2.362
-5.685,2.169,-14.291,2.562,-1.048,2.087
-3.53,2.753,-14.28,2.335,-1.63,1.426
-4.384,3.63,-17.208,2.57,-0.835,1.017
-2.383,5.155,-21.399,2.2,-0.247,0.883
-2.632,5.398,-21.24,1.151,-0.297,0.486
-3.293,5.283,-20.872,0.649,0.0,0.217
-3.953,5.23,-19.392,0.201,-0.12,0.0
-2.37,-9.663,-8.339,0.0,0.342,0.0
-2.183,-9.815,-8.659,0.0,0.0,0.0
-2.15,-9.771,-8.483,0.0,-0.248,-0.132
-1.864,-9.52,-8.725,0.111,-0.297,0.0
-1.281,-9.581,-8.762,0.162,-0.251,0.0
-1.236,-9.636,-7.945,0.0,-0.212,-0.2
-2.026,-10.032,-8.423,0.0,0.0,-0.159
-1.319,-9.974,-8.392,0.0,0.112,0.206
-3.277,-10.401,-7.225,-0.359,2.09,0.637
-10.767,-11.392,-4.602,-0.749,4.376,1.5
