accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-0.437,-9.226,-8.452,0.266,1.237,0.0
-0.571,-9.414,-8.398,0.0,0.471,0.0
-0.386,-9.341,-8.198,0.0,0.0,0.0
0.0,-9.359,-8.116,0.0,-0.193,0.0
0.0,-9.263,-8.26,0.0,0.0,0.102
-1.215,-9.401,-7.893,0.0,-0.38,0.0
-20.381,-13.337,-15.787,0.613,-3.735,2.262
-16.904,-18.361,-27.671,-3.665,0.345,4.357
0.531,-19.298,-15.36,-4.294,-0.815,4.357
2.573,-11.143,-9.34,-3.459,-1.724,0.904
-6.11,-6.155,-10.221,-0.802,-0.923,-0.278
-20.381,-4.158,-16.88,-0.863,-0.473,-0.821
-20.381,-3.815,-13.638,-0.942,-1.838,0.644
-7.817,-1.799,-11.816,-0.108,-2.675,1.302
-1.146,-1.091,-9.212,1.15,-1.868,1.433
-1.675,0.159,-10.419,1.223,-2.188,0.48
-3.455,1.691,-7.925,0.352,-0.93,0.521
-5.305,2.39,-5.035,0.158,-0.544,0.401
-6.913,2.986,-3.289,0.0,0.0,0.413
-5.352,3.088,-3.703,0.0,0.228,0.311
-4.086,2.33,-4.443,0.527,0.312,-0.222
-2.837,1.029,-6.525,0.407,0.673,-0.889
-9.147,-5.004,-9.904,0.395,2.238,-4.373
-2.581,-9.56,-7.08,0.0,0.398,-0.152
-0.668,-9.209,-8.143,0.179,0.0,0.155
-0.562,-9.208,-8.387,0.0,0.0,0.0
-0.483,-9.363,-8.863,0.0,0.0,0.0
-0.556,-9.213,-8.212,0.0,0.0,0.0
-0.805,-9.315,-8.15,0.0,0.0,0.0
-0.874,-9.244,-8.191,0.0,0.0,0.0
-1.242,-9.633,-8.319,0.0,-0.464,0.0
-10.678,-11.054,-7.385,0.0,-4.355,1.884
-2.062,-12.377,-14.5,-1.38,-1.868,3.75
-7.692,-11.493,-11.361,-3.254,0.0,2.902
-4.14,-9.577,-11.932,-2.548,-0.279,2.274
-5.124,-7.065,-12.06,-1.559,-0.42,0.998
-13.189,-9.079,-15.976,-1.095,0.158,0.209
-20.381,-11.12,-17.692,-2.204,-1.093,1.839
-13.086,-6.759,-15.945,-0.632,-4.002,2.863
-3.425,-4.247,-19.561,0.646,-2.191,4.1
3.372,-3.142,-16.642,-0.82,-2.316,3.694
5.715,-1.232,-8.591,-1.551,-2.051,1.939
4.223,-0.691,-3.884,0.0,-0.796,0.349
4.336,-0.593,-5.184,1.313,-1.117,-1.964
4.227,-3.551,-10.84,3.974,-0.268,-3.599
-4.832,-6.886,-15.673,2.427,2.453,-4.373
-20.381,-14.697,-10.724,2.996,1.164,-4.373
-5.217,-0.101,-10.418,0.916,0.722,-2.21
-5.806,-1.368,-10.635,1.041,0.678,-2.844
-0.171,-9.413,-6.966,0.144,0.41,0.397
-0.242,-9.337,-8.946,0.242,0.933,-0.126
-1.669,-9.483,-8.523,-0.132,0.367,-0.176
-0.911,-9.176,-8.872,0.0,-0.159,0.0
-1.374,-9.365,-8.471,0.0,-0.203,0.0
-2.001,-9.742,-7.952,0.0,-1.28,0.0
-7.06,-11.603,-6.592,0.555,-3.235,0.373
-15.069,-11.308,-16.269,-0.795,2.397,2.512
-9.176,-15.877,-25.49,-2.172,-1.114,4.357
-5.83,-19.298,-18.153,-4.294,-1.515,4.162
4.087,-12.856,-6.21,-4.294,-1.647,1.718
-3.032,-7.034,-8.033,-1.108,-0.899,0.0
-7.82,-4.699,-11.184,-0.242,0.646,-0.784
-20.381,-6.09,-14.538,-1.926,-0.198,-0.67
-20.381,-5.321,-15.487,-0.784,-1.894,1.509
-8.838,-1.72,-13.548,0.229,-2.801,2.039
-0.978,-0.964,-13.372,0.43,-1.882,2.006
-0.191,0.969,-10.896,0.348,-2.54,0.83
-3.106,2.337,-7.386,0.0,-1.798,0.194
-5.257,2.71,-4.578,-0.236,-0.751,0.501
-4.987,2.995,-3.318,0.135,-0.498,0.521
-3.642,2.108,-3.27,0.469,-0.708,0.178
-1.786,2.026,-5.283,1.085,-1.066,-0.579
-2.12,1.807,-7.389,1.575,-0.876,-1.515
-5.611,-12.063,-8.531,-0.418,2.499,-2.066
-4.761,-10.307,-8.733,0.0,1.228,0.177
-0.187,-9.714,-7.804,0.277,0.589,1.176
0.0,-8.899,-8.942,0.284,0.5,-0.208
-1.719,-9.373,-8.558,0.0,0.384,-0.371
-0.989,-9.554,-8.459,0.0,-0.324,0.0
-1.353,-8.953,-8.373,0.0,-0.334,0.0
-12.268,-11.272,-8.327,1.081,-1.412,0.0
-15.017,-18.416,-23.583,-2.828,-1.103,4.357
-3.86,-19.298,-23.763,-4.294,-1.397,4.357
5.982,-13.927,-6.218,-4.294,-1.006,2.414
1.554,-4.07,-6.139,-1.659,-1.02,-0.265
-6.919,-1.855,-13.263,0.426,-0.108,-0.849
-19.019,-3.776,-21.39,0.0,0.63,-0.988
-20.381,-6.284,-16.439,-1.588,-1.898,-0.221
-14.824,-2.747,-13.66,0.615,-3.813,0.775
-5.641,-2.132,-14.114,1.032,-3.274,1.73
-1.565,-1.982,-14.114,1.085,-3.219,1.777
-0.534,-0.467,-8.943,0.0,-1.979,1.926
